PlayerName,PlayerNation,Username,DOB,Experience,Role,GearModel,GearType,GearManufacturer,StartingPrice,GearLink,UsedGearSince,TeamName,TeamSponsor,TeamFounded,MatchID,MatchTime,MatchScore,MatchWatchTime,MatchStats,GameName,EventName,EventLivestream,EventLocation,EventStart,EventEnd,HostOrgName,EventSponsor,HostOrgContact,TeamPlacement
Johan Sundstein,Denmark,N0tail,1/1/2001,3,Tank,"Nitro 27""",Monitor,Acer,200,https://shorturl.at/lBDLX,1/1/2022,G2,Red Bull,2013,3,2021-07-09 19:33:23,2-2,35.43318,,Valorant,VALORANT Challengers 2024,https://www.youtube.com/watch?v=dQw4w9WgXcQ,United States,11/27/2022,11/30/2022,Riot,Prime Gaming,prime@fakecontact.org,3
Johan Sundstein,Denmark,N0tail,1/1/2001,3,Tank,Cloud Alpha,Headphones,HyperX,90,https://shorturl.at/mBZ39,9/29/2023,G2,Red Bull,2013,3,2021-07-09 19:33:23,2-2,35.43318,,Valorant,VALORANT Challengers 2024,https://www.youtube.com/watch?v=dQw4w9WgXcQ,United States,11/27/2022,11/30/2022,Riot,Prime Gaming,prime@fakecontact.org,3
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,G502 Hero,Mouse,Logitech,109,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwje5rLt9dWDAxV2U0cBHY5qCMsYABALGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wZWpGeDn5QpnwB2Mtw8f-PJm6T1Q5O0yvSU5hL0USvC5BsDTw1A3OQaApVUEALw_wcB&ohost=www.google.com&cid=CAESVuD2fatcEpQmYOLJ0UKOtNc3M-DyJ26mwdy7zYvdn2ssZfQsWkvo6TySfxK7qtFNr6qjRde_fC1LoZ7YgesdhboKAdOtkflIgqOn5Z4ZH7zD0KI3T9m1&sig=AOD64_0djkQQf_4GaRlffsUOoVZa0P2Z_w&ctype=5&q=&nis=4&ved=2ahUKEwintqvt9dWDAxV9mYkEHaCZBEMQ9aACKAB6BAgDEA8&adurl=,4/28/2019,Team Liquid,Samsung,2000,6,2021-04-10 00:35:01,3-5,70.86636,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,G713,Keyboard,Logitech,170,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiIvruw99WDAxWgTEcBHe6-BY4YABAWGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_warRxDFmTwm9Cnr9rRqbUvtc_St0k-iuYTqVf_DbnjIRSdp-GWykQ8aAnOSEALw_wcB&ohost=www.google.com&cid=CAESVuD2jg7K_xIaeddM_VmYaGIOvXKX0TY3EZfbi-TBQSflNEgeFh6Qs9vhZXLtqJhq5RjPZPeJXrGpACoBGBqOOObdLmzGRTxJz40qUbfrDQ4uvWilS0aH&sig=AOD64_3Civ90UfseoOf4Zd7WjVK9k3dZRw&ctype=5&q=&nis=4&ved=2ahUKEwjJ5LOw99WDAxXNjIkEHRDMCNwQ9aACKAB6BAgBEG8&adurl=,4/28/2019,Team Liquid,Samsung,2000,6,2021-04-10 00:35:01,3-5,70.86636,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,AW2724HF,Monitor,Alienware,460,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjr2oqJ-dWDAxUuZ0cBHWltDIwYABAMGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_waDjgsr6sHbwnkm82wPmc3P2eSCPghvmUpjhdAy80_IbXUe77hOeTQaAiGfEALw_wcB&ohost=www.google.com&cid=CAESVuD2VyIaI_4Jx4ZjPRufTaoLRvGIB5Oo1KmMRB57Lk1Qi7Mx40Trkl4N8OmE5bUupenztSOb1xX-MmJeNSx7wr6SOJrm0KyZHNaeVUUlxRrRFo1jemWD&sig=AOD64_31suaQo_qSBH_EmLFv_Hi3LebZzQ&ctype=5&q=&nis=4&ved=2ahUKEwi8jISJ-dWDAxXrkokEHZ0-DJYQ9aACKAB6BAgCEDE&adurl=,4/28/2019,Team Liquid,Samsung,2000,6,2021-04-10 00:35:01,3-5,70.86636,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,G735,Headphones,Logitech,230,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjg_cHa-tWDAxV5akcBHbo2AbAYABAPGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wa5XGfPsaNA3los0KAcHLv_wnflf5YIyGGK4JTziJ1lcp869f0cZfwaAlS8EALw_wcB&ohost=www.google.com&cid=CAESVuD282lp5P79DCiKzjUIm8cKRnP0XZ9PewZMTNNmpYGgKHeWAWKeskz0ZW1q98HxJG-RL4sHRItS4b_n7OeK6tgUuwEEcawHRZjutZY8sEmSL4adCeFk&sig=AOD64_0wIKx7hIIfdRPnxGN1heOlPNtrFQ&ctype=46&q=&nis=4&ved=2ahUKEwiuirva-tWDAxUypIkEHXKABeIQ9aACKAB6BAgBED0&adurl=,4/28/2019,Team Liquid,Samsung,2000,6,2021-04-10 00:35:01,3-5,70.86636,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,G502 Hero,Mouse,Logitech,109,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwje5rLt9dWDAxV2U0cBHY5qCMsYABALGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wZWpGeDn5QpnwB2Mtw8f-PJm6T1Q5O0yvSU5hL0USvC5BsDTw1A3OQaApVUEALw_wcB&ohost=www.google.com&cid=CAESVuD2fatcEpQmYOLJ0UKOtNc3M-DyJ26mwdy7zYvdn2ssZfQsWkvo6TySfxK7qtFNr6qjRde_fC1LoZ7YgesdhboKAdOtkflIgqOn5Z4ZH7zD0KI3T9m1&sig=AOD64_0djkQQf_4GaRlffsUOoVZa0P2Z_w&ctype=5&q=&nis=4&ved=2ahUKEwintqvt9dWDAxV9mYkEHaCZBEMQ9aACKAB6BAgDEA8&adurl=,4/28/2019,Team Liquid,Samsung,2000,9,2022-11-16 17:22:10,5-2,106.29954,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,G713,Keyboard,Logitech,170,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiIvruw99WDAxWgTEcBHe6-BY4YABAWGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_warRxDFmTwm9Cnr9rRqbUvtc_St0k-iuYTqVf_DbnjIRSdp-GWykQ8aAnOSEALw_wcB&ohost=www.google.com&cid=CAESVuD2jg7K_xIaeddM_VmYaGIOvXKX0TY3EZfbi-TBQSflNEgeFh6Qs9vhZXLtqJhq5RjPZPeJXrGpACoBGBqOOObdLmzGRTxJz40qUbfrDQ4uvWilS0aH&sig=AOD64_3Civ90UfseoOf4Zd7WjVK9k3dZRw&ctype=5&q=&nis=4&ved=2ahUKEwjJ5LOw99WDAxXNjIkEHRDMCNwQ9aACKAB6BAgBEG8&adurl=,4/28/2019,Team Liquid,Samsung,2000,9,2022-11-16 17:22:10,5-2,106.29954,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,AW2724HF,Monitor,Alienware,460,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjr2oqJ-dWDAxUuZ0cBHWltDIwYABAMGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_waDjgsr6sHbwnkm82wPmc3P2eSCPghvmUpjhdAy80_IbXUe77hOeTQaAiGfEALw_wcB&ohost=www.google.com&cid=CAESVuD2VyIaI_4Jx4ZjPRufTaoLRvGIB5Oo1KmMRB57Lk1Qi7Mx40Trkl4N8OmE5bUupenztSOb1xX-MmJeNSx7wr6SOJrm0KyZHNaeVUUlxRrRFo1jemWD&sig=AOD64_31suaQo_qSBH_EmLFv_Hi3LebZzQ&ctype=5&q=&nis=4&ved=2ahUKEwi8jISJ-dWDAxXrkokEHZ0-DJYQ9aACKAB6BAgCEDE&adurl=,4/28/2019,Team Liquid,Samsung,2000,9,2022-11-16 17:22:10,5-2,106.29954,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,G735,Headphones,Logitech,230,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjg_cHa-tWDAxV5akcBHbo2AbAYABAPGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wa5XGfPsaNA3los0KAcHLv_wnflf5YIyGGK4JTziJ1lcp869f0cZfwaAlS8EALw_wcB&ohost=www.google.com&cid=CAESVuD282lp5P79DCiKzjUIm8cKRnP0XZ9PewZMTNNmpYGgKHeWAWKeskz0ZW1q98HxJG-RL4sHRItS4b_n7OeK6tgUuwEEcawHRZjutZY8sEmSL4adCeFk&sig=AOD64_0wIKx7hIIfdRPnxGN1heOlPNtrFQ&ctype=46&q=&nis=4&ved=2ahUKEwiuirva-tWDAxUypIkEHXKABeIQ9aACKAB6BAgBED0&adurl=,4/28/2019,Team Liquid,Samsung,2000,9,2022-11-16 17:22:10,5-2,106.29954,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,G502 Hero,Mouse,Logitech,109,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwje5rLt9dWDAxV2U0cBHY5qCMsYABALGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wZWpGeDn5QpnwB2Mtw8f-PJm6T1Q5O0yvSU5hL0USvC5BsDTw1A3OQaApVUEALw_wcB&ohost=www.google.com&cid=CAESVuD2fatcEpQmYOLJ0UKOtNc3M-DyJ26mwdy7zYvdn2ssZfQsWkvo6TySfxK7qtFNr6qjRde_fC1LoZ7YgesdhboKAdOtkflIgqOn5Z4ZH7zD0KI3T9m1&sig=AOD64_0djkQQf_4GaRlffsUOoVZa0P2Z_w&ctype=5&q=&nis=4&ved=2ahUKEwintqvt9dWDAxV9mYkEHaCZBEMQ9aACKAB6BAgDEA8&adurl=,4/28/2019,Team Liquid,Samsung,2000,7,2023-09-13 01:34:47,0-4,82.67742,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,G713,Keyboard,Logitech,170,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiIvruw99WDAxWgTEcBHe6-BY4YABAWGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_warRxDFmTwm9Cnr9rRqbUvtc_St0k-iuYTqVf_DbnjIRSdp-GWykQ8aAnOSEALw_wcB&ohost=www.google.com&cid=CAESVuD2jg7K_xIaeddM_VmYaGIOvXKX0TY3EZfbi-TBQSflNEgeFh6Qs9vhZXLtqJhq5RjPZPeJXrGpACoBGBqOOObdLmzGRTxJz40qUbfrDQ4uvWilS0aH&sig=AOD64_3Civ90UfseoOf4Zd7WjVK9k3dZRw&ctype=5&q=&nis=4&ved=2ahUKEwjJ5LOw99WDAxXNjIkEHRDMCNwQ9aACKAB6BAgBEG8&adurl=,4/28/2019,Team Liquid,Samsung,2000,7,2023-09-13 01:34:47,0-4,82.67742,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,AW2724HF,Monitor,Alienware,460,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjr2oqJ-dWDAxUuZ0cBHWltDIwYABAMGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_waDjgsr6sHbwnkm82wPmc3P2eSCPghvmUpjhdAy80_IbXUe77hOeTQaAiGfEALw_wcB&ohost=www.google.com&cid=CAESVuD2VyIaI_4Jx4ZjPRufTaoLRvGIB5Oo1KmMRB57Lk1Qi7Mx40Trkl4N8OmE5bUupenztSOb1xX-MmJeNSx7wr6SOJrm0KyZHNaeVUUlxRrRFo1jemWD&sig=AOD64_31suaQo_qSBH_EmLFv_Hi3LebZzQ&ctype=5&q=&nis=4&ved=2ahUKEwi8jISJ-dWDAxXrkokEHZ0-DJYQ9aACKAB6BAgCEDE&adurl=,4/28/2019,Team Liquid,Samsung,2000,7,2023-09-13 01:34:47,0-4,82.67742,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Jesse Vainikka,Finland,JerAx,5/9/2002,6,Damage,G735,Headphones,Logitech,230,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjg_cHa-tWDAxV5akcBHbo2AbAYABAPGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wa5XGfPsaNA3los0KAcHLv_wnflf5YIyGGK4JTziJ1lcp869f0cZfwaAlS8EALw_wcB&ohost=www.google.com&cid=CAESVuD282lp5P79DCiKzjUIm8cKRnP0XZ9PewZMTNNmpYGgKHeWAWKeskz0ZW1q98HxJG-RL4sHRItS4b_n7OeK6tgUuwEEcawHRZjutZY8sEmSL4adCeFk&sig=AOD64_0wIKx7hIIfdRPnxGN1heOlPNtrFQ&ctype=46&q=&nis=4&ved=2ahUKEwiuirva-tWDAxUypIkEHXKABeIQ9aACKAB6BAgBED0&adurl=,4/28/2019,Team Liquid,Samsung,2000,7,2023-09-13 01:34:47,0-4,82.67742,,CSGO,PGL CS2 Major,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Copenhagen,4/10/2021,4/15/2021,Red Bull,Valve,red@fakecontact.org,6
Anathan Pham,Australia,ana,3/24/1998,5,Support,Aerox 3,Mouse,Steel Series,89,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwje5rLt9dWDAxV2U0cBHY5qCMsYABAMGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wbSLEeVNaE6BKei8Dh0j2rOBDqqZ6GohhFDK0P1Hosqvccn-sxdxNgaAl_MEALw_wcB&ohost=www.google.com&cid=CAESVuD2fatcEpQmYOLJ0UKOtNc3M-DyJ26mwdy7zYvdn2ssZfQsWkvo6TySfxK7qtFNr6qjRde_fC1LoZ7YgesdhboKAdOtkflIgqOn5Z4ZH7zD0KI3T9m1&sig=AOD64_3MlntPqqQXCqOmfEIjlPyWilfJtQ&ctype=5&q=&nis=4&ved=2ahUKEwintqvt9dWDAxV9mYkEHaCZBEMQ9aACKAB6BAgDEBk&adurl=,9/8/2022,Cloud9,Microsoft,2012,11,2021-02-17 14:08:22,2-2,129.92166,,League of Legends,LEC Winter 2024,https://www.youtube.com/watch?v=dQw4w9WgXcQ,London,2/17/2021,2/20/2021,Twitch,Mercedes Benz,ceo@twitch.com,1
Anathan Pham,Australia,ana,3/24/1998,5,Support,Apex Pro,Keyboard,Steel Series,190,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiIvruw99WDAxWgTEcBHe6-BY4YABAJGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wYNCLsiZzhSB-8bJl2FP_MquRqP3ZUBPBUpzCjdf96bGmJaHVf0yg8aAsnkEALw_wcB&ohost=www.google.com&cid=CAESVuD2jg7K_xIaeddM_VmYaGIOvXKX0TY3EZfbi-TBQSflNEgeFh6Qs9vhZXLtqJhq5RjPZPeJXrGpACoBGBqOOObdLmzGRTxJz40qUbfrDQ4uvWilS0aH&sig=AOD64_2SQT0CFjXXw8kJINFwBSx-YIabRQ&ctype=5&q=&nis=4&ved=2ahUKEwjJ5LOw99WDAxXNjIkEHRDMCNwQ9aACKAB6BAgBEA8&adurl=,3/18/2019,Cloud9,Microsoft,2012,11,2021-02-17 14:08:22,2-2,129.92166,,League of Legends,LEC Winter 2024,https://www.youtube.com/watch?v=dQw4w9WgXcQ,London,2/17/2021,2/20/2021,Twitch,Mercedes Benz,ceo@twitch.com,1
Anathan Pham,Australia,ana,3/24/1998,5,Support,"Dell Curved Gaming 34""",Monitor,Dell,400,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjr2oqJ-dWDAxUuZ0cBHWltDIwYABANGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wbgeJ4UQM0Dd29L--c620Y6wBpJ4nMFPkCMJCBYH9X1-uCdcrYAwUUaAkCCEALw_wcB&ohost=www.google.com&cid=CAESVuD2VyIaI_4Jx4ZjPRufTaoLRvGIB5Oo1KmMRB57Lk1Qi7Mx40Trkl4N8OmE5bUupenztSOb1xX-MmJeNSx7wr6SOJrm0KyZHNaeVUUlxRrRFo1jemWD&sig=AOD64_0JeWiZfAAav4XG3jbN1Qa3EJwqkw&ctype=5&q=&nis=4&ved=2ahUKEwi8jISJ-dWDAxXrkokEHZ0-DJYQ9aACKAB6BAgCEF8&adurl=,9/30/2018,Cloud9,Microsoft,2012,11,2021-02-17 14:08:22,2-2,129.92166,,League of Legends,LEC Winter 2024,https://www.youtube.com/watch?v=dQw4w9WgXcQ,London,2/17/2021,2/20/2021,Twitch,Mercedes Benz,ceo@twitch.com,1
Anathan Pham,Australia,ana,3/24/1998,5,Support,DT 990,Headphones,beyerdynamic,169,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjr2oqJ-dWDAxUuZ0cBHWltDIwYABANGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wbgeJ4UQM0Dd29L--c620Y6wBpJ4nMFPkCMJCBYH9X1-uCdcrYAwUUaAkCCEALw_wcB&ohost=www.google.com&cid=CAESVuD2VyIaI_4Jx4ZjPRufTaoLRvGIB5Oo1KmMRB57Lk1Qi7Mx40Trkl4N8OmE5bUupenztSOb1xX-MmJeNSx7wr6SOJrm0KyZHNaeVUUlxRrRFo1jemWD&sig=AOD64_0JeWiZfAAav4XG3jbN1Qa3EJwqkw&ctype=5&q=&nis=4&ved=2ahUKEwi8jISJ-dWDAxXrkokEHZ0-DJYQ9aACKAB6BAgCEF8&adurl=,12/25/2021,Cloud9,Microsoft,2012,11,2021-02-17 14:08:22,2-2,129.92166,,League of Legends,LEC Winter 2024,https://www.youtube.com/watch?v=dQw4w9WgXcQ,London,2/17/2021,2/20/2021,Twitch,Mercedes Benz,ceo@twitch.com,1
Anathan Pham,Australia,ana,3/24/1998,5,Support,Aerox 3,Mouse,Steel Series,89,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwje5rLt9dWDAxV2U0cBHY5qCMsYABAMGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wbSLEeVNaE6BKei8Dh0j2rOBDqqZ6GohhFDK0P1Hosqvccn-sxdxNgaAl_MEALw_wcB&ohost=www.google.com&cid=CAESVuD2fatcEpQmYOLJ0UKOtNc3M-DyJ26mwdy7zYvdn2ssZfQsWkvo6TySfxK7qtFNr6qjRde_fC1LoZ7YgesdhboKAdOtkflIgqOn5Z4ZH7zD0KI3T9m1&sig=AOD64_3MlntPqqQXCqOmfEIjlPyWilfJtQ&ctype=5&q=&nis=4&ved=2ahUKEwintqvt9dWDAxV9mYkEHaCZBEMQ9aACKAB6BAgDEBk&adurl=,9/8/2022,Cloud9,Microsoft,2012,12,2020-10-23 06:02:42,3-0,141.73272,,League of Legends,LEC Winter 2024,https://www.youtube.com/watch?v=dQw4w9WgXcQ,London,2/17/2021,2/20/2021,Twitch,Mercedes Benz,ceo@twitch.com,1
Anathan Pham,Australia,ana,3/24/1998,5,Support,Apex Pro,Keyboard,Steel Series,190,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiIvruw99WDAxWgTEcBHe6-BY4YABAJGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wYNCLsiZzhSB-8bJl2FP_MquRqP3ZUBPBUpzCjdf96bGmJaHVf0yg8aAsnkEALw_wcB&ohost=www.google.com&cid=CAESVuD2jg7K_xIaeddM_VmYaGIOvXKX0TY3EZfbi-TBQSflNEgeFh6Qs9vhZXLtqJhq5RjPZPeJXrGpACoBGBqOOObdLmzGRTxJz40qUbfrDQ4uvWilS0aH&sig=AOD64_2SQT0CFjXXw8kJINFwBSx-YIabRQ&ctype=5&q=&nis=4&ved=2ahUKEwjJ5LOw99WDAxXNjIkEHRDMCNwQ9aACKAB6BAgBEA8&adurl=,3/18/2019,Cloud9,Microsoft,2012,12,2020-10-23 06:02:42,3-0,141.73272,,League of Legends,LEC Winter 2024,https://www.youtube.com/watch?v=dQw4w9WgXcQ,London,2/17/2021,2/20/2021,Twitch,Mercedes Benz,ceo@twitch.com,1
Anathan Pham,Australia,ana,3/24/1998,5,Support,"Dell Curved Gaming 34""",Monitor,Dell,400,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjr2oqJ-dWDAxUuZ0cBHWltDIwYABANGgJxdQ&ase=2&gclid=Cj0KCQiAwP6sBhDAARIsAPfK_wbgeJ4UQM0Dd29L--c620Y6wBpJ4nMFPkCMJCBYH9X1-uCdcrYAwUUaAkCCEALw_wcB&ohost=www.google.com&cid=CAESVuD2VyIaI_4Jx4ZjPRufTaoLRvGIB5Oo1KmMRB57Lk1Qi7Mx40Trkl4N8OmE5bUupenztSOb1xX-MmJeNSx7wr6SOJrm0KyZHNaeVUUlxRrRFo1jemWD&sig=AOD64_0JeWiZfAAav4XG3jbN1Qa3EJwqkw&ctype=5&q=&nis=4&ved=2ahUKEwi8jISJ-dWDAxXrkokEHZ0-DJYQ9aACKAB6BAgCEF8&adurl=,9/30/2018,Cloud9,Microsoft,2012,12,2020-10-23 06:02:42,3-0,141.73272,,League of Legends,LEC Winter 2024,https://www.youtube.com/watch?v=dQw4w9WgXcQ,London,2/17/2021,2/20/2021,Twitch,Mercedes Benz,ceo@twitch.com,1
